city,month,seasonal_factor,trust_week,declared_hourly_rate,claims_last_month,years_on_platform,flood_risk_score,heat_risk_score,ward_disruption_freq,city_median_hourly,city_base_premium,weekly_premium
chennai,6,1.5,1,56.49,1,3.71,0.942,0.501,0.075,62,95,120.0
delhi,10,0.8,1,61.41,3,3.73,0.275,0.638,0.076,60,85,80.09
mumbai,11,0.7,1,44.67,0,0.12,0.715,0.219,0.096,65,100,80.08
delhi,6,1.5,9,62.42,4,1.02,0.304,0.678,0.064,60,85,120.0
bangalore,0,0.7,1,64.02,2,0.91,0.288,0.298,0.06,58,80,65.84
chennai,5,1.3,9,59.78,2,4.01,0.663,0.452,0.05,62,95,120.0
chennai,7,1.5,5,65.66,3,2.35,0.623,0.408,0.055,62,95,120.0
pune,10,0.8,5,83.27,1,2.37,0.119,0.143,0.065,55,65,60.0
bangalore,1,0.7,5,64.02,1,2.0,0.378,0.114,0.048,58,80,60.0
delhi,4,0.9,9,62.86,2,1.41,0.497,0.488,0.072,60,85,87.22
chennai,1,0.7,9,70.69,2,1.67,0.699,0.525,0.12,62,95,80.11
bangalore,10,0.8,1,63.81,1,3.02,0.229,0.199,0.047,58,80,64.09
chennai,2,0.8,5,69.95,1,3.61,0.797,0.691,0.074,62,95,82.11
bangalore,10,0.8,1,50.12,6,3.42,0.128,0.331,0.044,58,80,71.74
delhi,3,0.9,5,59.23,3,2.68,0.404,0.707,0.055,60,85,85.94
pune,5,1.3,9,59.42,2,4.5,0.0,0.088,0.039,55,65,77.07
mumbai,11,0.7,1,49.35,6,4.88,0.763,0.17,0.115,65,100,88.25
chennai,2,0.8,1,70.65,1,4.26,0.714,0.539,0.118,62,95,87.45
pune,6,1.5,5,46.4,2,4.46,0.244,0.181,0.04,55,65,102.31
mumbai,7,1.5,1,78.07,2,3.78,0.92,0.27,0.101,65,100,120.0
bangalore,4,0.9,9,37.6,2,1.5,0.125,0.329,0.029,58,80,71.4
chennai,6,1.5,9,40.02,7,2.94,0.794,0.453,0.098,62,95,120.0
delhi,6,1.5,5,72.74,3,2.25,0.355,0.74,0.096,60,85,120.0
chennai,2,0.8,1,75.71,2,2.78,0.68,0.46,0.099,62,95,90.72
mumbai,6,1.5,9,53.37,2,1.81,0.768,0.253,0.098,65,100,120.0
chennai,10,0.8,5,58.23,1,0.55,0.683,0.427,0.089,62,95,89.55
mumbai,11,0.7,9,72.94,1,2.13,0.633,0.259,0.107,65,100,74.08
bangalore,3,0.9,1,52.96,1,1.99,0.368,0.222,0.062,58,80,76.72
chennai,1,0.7,9,60.27,1,2.3,0.8,0.518,0.087,62,95,76.48
mumbai,11,0.7,1,53.49,0,3.28,0.935,0.002,0.109,65,100,74.52
pune,3,0.9,1,39.17,3,0.94,0.191,0.522,0.024,55,65,70.06
bangalore,8,1.3,9,62.83,2,4.98,0.312,0.357,0.047,58,80,103.39
mumbai,6,1.5,9,59.08,4,1.02,0.742,0.266,0.084,65,100,120.0
delhi,8,1.3,9,71.74,1,1.82,0.472,0.879,0.07,60,85,120.0
delhi,9,1.0,5,72.59,2,2.06,0.433,0.615,0.064,60,85,92.15
pune,8,1.3,1,41.44,0,1.53,0.162,0.286,0.048,55,65,84.85
chennai,2,0.8,1,65.5,0,3.31,0.587,0.47,0.109,62,95,86.47
chennai,4,0.9,1,63.49,2,3.1,0.552,0.388,0.039,62,95,96.75
delhi,8,1.3,1,52.5,1,0.13,0.22,0.835,0.099,60,85,120.0
chennai,2,0.8,1,61.17,3,4.63,0.843,0.526,0.07,62,95,89.08
pune,2,0.8,1,43.64,2,0.66,0.182,0.147,0.038,55,65,60.0
delhi,10,0.8,5,53.99,0,4.41,0.474,0.691,0.107,60,85,70.45
bangalore,10,0.8,9,77.26,3,0.77,0.156,0.479,0.053,58,80,72.52
delhi,3,0.9,5,49.36,2,0.61,0.443,0.671,0.048,60,85,87.58
chennai,5,1.3,5,71.8,1,0.45,0.782,0.471,0.042,62,95,120.0
bangalore,6,1.5,1,71.14,5,3.48,0.242,0.313,0.082,58,80,120.0
mumbai,4,0.9,5,76.0,3,4.07,0.735,0.141,0.078,65,100,103.1
pune,11,0.7,1,43.0,0,4.56,0.0,0.221,0.015,55,65,60.0
delhi,0,0.7,9,46.18,0,4.4,0.292,0.809,0.03,60,85,60.0
chennai,7,1.5,1,72.37,5,1.36,0.813,0.455,0.055,62,95,120.0
delhi,4,0.9,1,62.65,1,0.12,0.494,0.598,0.055,60,85,88.24
mumbai,4,0.9,5,69.54,1,4.77,0.752,0.269,0.11,65,100,98.55
delhi,5,1.3,1,73.99,1,0.42,0.369,0.69,0.058,60,85,120.0
chennai,10,0.8,5,69.88,1,3.46,0.495,0.458,0.087,62,95,81.72
delhi,8,1.3,1,50.38,2,2.38,0.393,0.719,0.04,60,85,120.0
bangalore,5,1.3,1,36.39,2,3.86,0.298,0.51,0.049,58,80,104.13
pune,2,0.8,1,85.6,1,2.05,0.164,0.205,0.024,55,65,60.0
pune,8,1.3,1,51.77,2,1.64,0.169,0.258,0.019,55,65,86.73
delhi,4,0.9,1,56.84,2,4.27,0.461,0.751,0.039,60,85,89.28
bangalore,0,0.7,1,61.4,1,3.48,0.324,0.168,0.07,58,80,60.0
bangalore,6,1.5,5,54.36,4,3.15,0.271,0.244,0.042,58,80,120.0
mumbai,10,0.8,1,63.76,1,4.2,0.751,0.203,0.084,65,100,94.97
pune,9,1.0,5,46.27,1,2.42,0.069,0.231,0.055,55,65,68.54
delhi,4,0.9,1,46.69,1,4.29,0.487,0.764,0.067,60,85,85.54
bangalore,6,1.5,9,58.32,3,0.87,0.319,0.213,0.023,58,80,120.0
mumbai,8,1.3,1,67.77,7,3.66,0.869,0.0,0.12,65,100,120.0
pune,8,1.3,5,48.84,0,3.58,0.143,0.265,0.041,55,65,79.47
delhi,1,0.7,5,63.66,1,4.15,0.288,0.609,0.062,60,85,60.89
delhi,4,0.9,9,60.12,1,2.62,0.293,0.744,0.055,60,85,75.81
chennai,2,0.8,1,49.32,2,1.37,0.677,0.458,0.083,62,95,89.47
bangalore,1,0.7,9,43.31,2,3.01,0.164,0.391,0.038,58,80,60.0
delhi,5,1.3,1,49.53,3,0.55,0.436,0.706,0.063,60,85,120.0
chennai,8,1.3,1,61.2,5,4.98,0.575,0.543,0.088,62,95,120.0
pune,5,1.3,1,30.0,3,3.72,0.278,0.057,0.02,55,65,93.67
delhi,2,0.8,5,64.36,1,1.29,0.451,0.688,0.051,60,85,76.67
chennai,1,0.7,1,73.84,3,4.75,0.851,0.543,0.082,62,95,78.26
pune,0,0.7,9,53.94,1,3.68,0.18,0.148,0.02,55,65,60.0
bangalore,6,1.5,9,83.17,2,2.13,0.187,0.171,0.06,58,80,120.0
delhi,0,0.7,1,45.53,1,2.7,0.285,0.595,0.062,60,85,65.19
delhi,8,1.3,1,56.65,3,2.57,0.389,0.677,0.092,60,85,120.0
mumbai,5,1.3,1,61.06,10,3.58,0.866,0.178,0.086,65,100,120.0
pune,0,0.7,1,43.54,3,1.55,0.138,0.135,0.017,55,65,60.0
mumbai,4,0.9,1,47.47,0,2.56,0.812,0.388,0.096,65,100,107.43
chennai,11,0.7,5,73.14,1,3.03,0.589,0.4,0.063,62,95,73.42
mumbai,3,0.9,5,73.92,3,2.98,0.793,0.155,0.056,65,100,103.59
chennai,8,1.3,9,54.26,3,3.51,0.682,0.464,0.058,62,95,120.0
mumbai,9,1.0,1,75.97,8,0.51,0.797,0.077,0.108,65,100,120.0
bangalore,4,0.9,9,66.42,1,4.9,0.444,0.203,0.065,58,80,71.39
bangalore,0,0.7,5,32.43,1,3.08,0.412,0.259,0.085,58,80,62.58
delhi,5,1.3,1,80.78,5,4.31,0.432,0.508,0.074,60,85,120.0
pune,6,1.5,5,54.78,4,4.93,0.154,0.207,0.059,55,65,102.91
bangalore,8,1.3,5,58.84,3,0.33,0.227,0.178,0.046,58,80,116.05
delhi,6,1.5,5,48.88,0,4.6,0.428,0.867,0.046,60,85,120.0
mumbai,11,0.7,1,59.65,0,4.2,0.765,0.298,0.117,65,100,74.62
chennai,5,1.3,5,59.8,1,3.38,0.767,0.387,0.076,62,95,120.0
pune,7,1.5,9,32.89,2,4.28,0.065,0.272,0.042,55,65,97.38
pune,1,0.7,9,64.46,0,0.65,0.204,0.029,0.064,55,65,60.0
chennai,6,1.5,9,57.0,4,1.75,0.727,0.482,0.057,62,95,120.0
pune,10,0.8,9,51.5,4,4.57,0.247,0.109,0.032,55,65,60.0
chennai,10,0.8,9,83.82,1,0.3,0.852,0.576,0.057,62,95,89.2
mumbai,11,0.7,5,65.45,1,1.85,0.592,0.23,0.105,65,100,74.42
mumbai,3,0.9,5,48.25,2,2.65,0.664,0.107,0.082,65,100,94.3
bangalore,6,1.5,5,53.8,0,1.77,0.505,0.257,0.079,58,80,120.0
delhi,3,0.9,1,63.6,0,4.38,0.203,0.818,0.033,60,85,80.29
chennai,4,0.9,1,70.21,3,1.34,0.716,0.538,0.072,62,95,107.06
chennai,5,1.3,1,70.88,1,3.97,0.506,0.326,0.124,62,95,120.0
chennai,5,1.3,1,65.13,2,3.15,0.827,0.507,0.081,62,95,120.0
pune,2,0.8,1,56.68,0,1.43,0.101,0.183,0.064,55,65,60.0
pune,11,0.7,5,60.72,2,4.6,0.184,0.37,0.054,55,65,60.0
chennai,3,0.9,5,56.88,1,3.99,0.611,0.331,0.09,62,95,95.97
delhi,11,0.7,9,74.68,0,0.44,0.695,0.617,0.02,60,85,68.72
delhi,3,0.9,1,72.99,1,0.36,0.339,0.619,0.087,60,85,84.56
chennai,7,1.5,5,71.88,6,2.76,0.702,0.395,0.04,62,95,120.0
pune,4,0.9,1,55.83,1,1.37,0.196,0.299,0.035,55,65,60.0
mumbai,11,0.7,1,70.34,2,3.98,0.893,0.304,0.083,65,100,80.02
chennai,5,1.3,1,60.45,3,4.87,0.856,0.567,0.08,62,95,120.0
pune,0,0.7,5,48.41,1,2.48,0.028,0.369,0.029,55,65,60.0
chennai,8,1.3,1,68.1,3,3.77,0.683,0.518,0.059,62,95,120.0
mumbai,6,1.5,9,45.25,3,3.35,0.797,0.179,0.085,65,100,120.0
mumbai,0,0.7,1,67.14,2,0.12,0.892,0.314,0.13,65,100,85.9
chennai,1,0.7,1,53.37,3,1.9,0.642,0.529,0.06,62,95,83.81
pune,10,0.8,1,51.65,1,2.85,0.214,0.141,0.078,55,65,60.71
pune,8,1.3,5,54.63,3,1.2,0.406,0.3,0.039,55,65,91.86
mumbai,10,0.8,5,47.12,3,0.52,0.764,0.079,0.107,65,100,95.36
chennai,7,1.5,1,69.96,2,1.34,0.721,0.39,0.075,62,95,120.0
delhi,2,0.8,5,73.93,1,1.54,0.395,0.738,0.065,60,85,65.95
bangalore,9,1.0,5,47.31,0,4.66,0.456,0.387,0.064,58,80,77.92
mumbai,11,0.7,9,68.35,2,1.74,0.755,0.185,0.092,65,100,78.66
pune,6,1.5,1,73.25,3,0.78,0.326,0.034,0.039,55,65,110.63
chennai,9,1.0,1,53.07,1,4.88,0.764,0.752,0.071,62,95,113.09
bangalore,0,0.7,1,73.09,0,1.41,0.471,0.159,0.043,58,80,61.43
mumbai,3,0.9,5,46.71,5,1.64,0.891,0.289,0.112,65,100,113.74
mumbai,2,0.8,1,78.86,0,3.04,0.741,0.181,0.074,65,100,88.73
pune,5,1.3,5,49.27,3,2.63,0.091,0.415,0.09,55,65,94.08
delhi,11,0.7,5,39.81,1,3.66,0.441,0.744,0.022,60,85,60.97
pune,5,1.3,5,40.9,5,4.25,0.289,0.209,0.031,55,65,88.91
mumbai,3,0.9,1,73.77,1,1.97,0.759,0.216,0.122,65,100,111.44
pune,9,1.0,5,50.89,0,4.23,0.379,0.161,0.057,55,65,65.83
pune,8,1.3,5,46.86,1,3.93,0.268,0.046,0.06,55,65,85.57
delhi,2,0.8,1,68.53,3,0.12,0.431,0.522,0.062,60,85,90.07
bangalore,5,1.3,1,66.58,1,3.73,0.259,0.181,0.074,58,80,109.96
delhi,3,0.9,9,53.11,3,0.28,0.239,0.811,0.093,60,85,84.57
delhi,4,0.9,1,85.23,2,3.16,0.446,0.607,0.103,60,85,84.41
delhi,3,0.9,5,68.75,3,2.29,0.453,0.692,0.069,60,85,92.36
pune,11,0.7,1,42.76,2,1.57,0.18,0.13,0.076,55,65,60.0
mumbai,3,0.9,1,47.28,1,4.46,0.683,0.153,0.089,65,100,98.78
chennai,5,1.3,9,63.5,1,0.76,0.799,0.595,0.069,62,95,120.0
chennai,2,0.8,1,72.65,2,0.27,0.723,0.664,0.068,62,95,90.67
chennai,1,0.7,1,60.95,1,1.73,0.605,0.421,0.036,62,95,80.22
pune,8,1.3,5,40.12,2,0.61,0.1,0.159,0.045,55,65,86.11
bangalore,6,1.5,9,72.57,2,1.15,0.386,0.336,0.101,58,80,120.0
chennai,6,1.5,9,66.36,4,3.61,0.931,0.469,0.093,62,95,120.0
mumbai,2,0.8,1,61.83,1,4.51,0.853,0.101,0.078,65,100,91.01
pune,5,1.3,1,48.69,3,3.27,0.429,0.442,0.023,55,65,95.97
delhi,0,0.7,1,72.87,2,1.14,0.428,0.806,0.036,60,85,71.37
mumbai,1,0.7,5,69.79,0,2.45,0.607,0.182,0.09,65,100,71.47
bangalore,8,1.3,5,68.27,1,1.42,0.253,0.304,0.027,58,80,110.99
mumbai,9,1.0,1,56.35,2,0.81,0.946,0.348,0.1,65,100,120.0
bangalore,5,1.3,9,48.95,2,0.16,0.214,0.224,0.087,58,80,111.72
delhi,7,1.5,1,77.29,1,0.2,0.475,0.577,0.067,60,85,120.0
bangalore,9,1.0,5,63.68,1,4.97,0.278,0.29,0.076,58,80,82.54
delhi,7,1.5,1,74.38,2,3.93,0.397,0.631,0.097,60,85,120.0
delhi,9,1.0,5,59.32,2,3.71,0.454,0.612,0.082,60,85,90.12
chennai,10,0.8,5,65.84,0,0.28,0.765,0.59,0.075,62,95,89.11
chennai,9,1.0,1,43.69,1,4.83,0.631,0.414,0.058,62,95,105.47
bangalore,1,0.7,5,33.36,0,0.2,0.323,0.191,0.087,58,80,61.31
mumbai,7,1.5,5,70.0,4,3.53,0.82,0.139,0.104,65,100,120.0
chennai,1,0.7,1,74.66,2,0.85,0.598,0.323,0.078,62,95,80.81
delhi,7,1.5,5,64.14,5,2.25,0.466,0.625,0.087,60,85,120.0
mumbai,3,0.9,5,67.17,0,3.35,0.753,0.168,0.078,65,100,89.9
bangalore,8,1.3,1,75.7,2,1.39,0.251,0.362,0.051,58,80,111.22
bangalore,10,0.8,1,41.01,2,4.07,0.193,0.328,0.064,58,80,63.58
delhi,9,1.0,1,60.77,2,0.95,0.408,0.749,0.079,60,85,100.79
bangalore,0,0.7,9,76.13,1,2.37,0.386,0.117,0.063,58,80,64.03
delhi,6,1.5,9,66.4,4,3.25,0.331,0.584,0.069,60,85,120.0
chennai,11,0.7,1,80.2,0,3.21,0.875,0.604,0.083,62,95,76.74
delhi,9,1.0,1,51.9,3,4.57,0.312,0.637,0.098,60,85,94.46
bangalore,0,0.7,1,53.07,1,2.65,0.413,0.218,0.035,58,80,62.91
pune,1,0.7,1,59.43,0,0.84,0.146,0.212,0.034,55,65,60.0
delhi,2,0.8,5,70.49,2,2.55,0.389,0.732,0.07,60,85,77.73
chennai,6,1.5,9,57.14,4,4.56,0.691,0.503,0.076,62,95,120.0
bangalore,4,0.9,1,48.68,1,4.52,0.26,0.317,0.056,58,80,71.78
delhi,9,1.0,1,69.9,2,0.96,0.316,0.61,0.055,60,85,99.42
delhi,3,0.9,1,87.8,3,2.69,0.411,0.62,0.044,60,85,91.62
chennai,9,1.0,1,58.58,2,4.24,0.717,0.501,0.079,62,95,113.83
delhi,4,0.9,9,50.16,2,3.22,0.337,0.522,0.074,60,85,81.13
mumbai,2,0.8,9,52.05,4,0.78,0.721,0.268,0.08,65,100,94.88
pune,0,0.7,1,48.77,0,0.83,0.227,0.3,0.056,55,65,60.0
bangalore,6,1.5,5,67.65,6,1.9,0.284,0.142,0.056,58,80,120.0
bangalore,5,1.3,9,30.36,1,0.76,0.442,0.419,0.072,58,80,115.79
pune,1,0.7,1,49.62,0,4.26,0.262,0.269,0.025,55,65,60.0
bangalore,7,1.5,9,48.68,3,0.2,0.262,0.129,0.066,58,80,120.0
pune,3,0.9,1,61.9,3,3.67,0.209,0.16,0.011,55,65,60.0
pune,0,0.7,1,48.08,1,4.44,0.308,0.324,0.03,55,65,60.0
delhi,2,0.8,1,75.72,1,0.79,0.233,0.681,0.066,60,85,74.49
delhi,9,1.0,9,61.72,0,4.02,0.289,0.666,0.057,60,85,85.23
chennai,0,0.7,5,67.39,4,2.59,0.559,0.428,0.099,62,95,82.18
delhi,1,0.7,1,54.93,0,1.68,0.365,0.803,0.054,60,85,68.09
mumbai,7,1.5,1,82.33,3,0.19,0.958,0.154,0.099,65,100,120.0
chennai,11,0.7,5,64.91,1,4.91,0.807,0.487,0.096,62,95,71.28
chennai,2,0.8,5,63.73,7,4.35,0.642,0.466,0.086,62,95,98.61
chennai,8,1.3,1,61.46,2,4.32,0.635,0.603,0.074,62,95,120.0
chennai,2,0.8,5,67.43,1,0.67,0.639,0.55,0.101,62,95,89.82
pune,5,1.3,5,70.21,3,3.15,0.146,0.141,0.053,55,65,87.55
mumbai,7,1.5,1,59.96,4,2.5,0.822,0.135,0.106,65,100,120.0
bangalore,9,1.0,9,52.55,3,2.72,0.204,0.371,0.064,58,80,84.68
mumbai,0,0.7,1,83.27,0,3.56,0.781,0.252,0.117,65,100,74.07
chennai,8,1.3,1,53.53,4,3.86,0.837,0.436,0.066,62,95,120.0
delhi,3,0.9,5,64.7,1,4.34,0.425,0.649,0.095,60,85,79.26
bangalore,11,0.7,5,65.55,1,3.63,0.495,0.256,0.058,58,80,60.0
mumbai,4,0.9,5,60.6,3,0.34,0.649,0.291,0.076,65,100,103.72
chennai,8,1.3,1,92.19,0,2.26,0.667,0.494,0.109,62,95,120.0
chennai,0,0.7,1,80.99,0,1.9,0.738,0.543,0.08,62,95,79.34
pune,6,1.5,5,30.0,4,1.89,0.066,0.248,0.036,55,65,103.58
pune,4,0.9,5,47.7,2,1.22,0.276,0.097,0.058,55,65,62.81
bangalore,9,1.0,1,68.53,1,1.4,0.25,0.304,0.059,58,80,87.75
mumbai,2,0.8,5,50.54,1,0.61,0.556,0.16,0.086,65,100,88.28
chennai,3,0.9,5,61.42,0,3.02,0.645,0.482,0.062,62,95,90.09
mumbai,11,0.7,5,55.48,1,5.0,0.687,0.12,0.129,65,100,71.9
pune,11,0.7,1,30.0,1,4.29,0.38,0.115,0.042,55,65,60.0
pune,10,0.8,5,67.79,1,3.65,0.114,0.099,0.042,55,65,60.0
mumbai,6,1.5,5,84.3,3,0.99,0.964,0.282,0.077,65,100,120.0
pune,10,0.8,1,67.49,1,2.71,0.265,0.278,0.044,55,65,60.0
chennai,8,1.3,5,66.32,3,4.92,0.74,0.59,0.077,62,95,120.0
delhi,11,0.7,1,61.18,0,4.32,0.314,0.883,0.058,60,85,60.0
mumbai,10,0.8,5,78.44,2,2.26,0.749,0.188,0.074,65,100,91.6
mumbai,3,0.9,5,63.02,2,0.93,0.811,0.27,0.091,65,100,109.29
pune,8,1.3,1,54.44,3,1.17,0.292,0.081,0.027,55,65,93.77
delhi,5,1.3,5,68.57,4,4.58,0.592,0.816,0.09,60,85,120.0
pune,2,0.8,9,50.03,2,0.29,0.133,0.235,0.037,55,65,60.0
delhi,8,1.3,1,55.99,5,2.23,0.27,0.801,0.094,60,85,120.0
chennai,11,0.7,1,40.46,2,3.92,0.832,0.437,0.082,62,95,78.43
chennai,10,0.8,5,88.14,5,0.28,0.661,0.604,0.042,62,95,97.22
bangalore,0,0.7,9,74.6,1,2.92,0.231,0.469,0.062,58,80,60.0
chennai,8,1.3,1,60.94,5,4.36,0.824,0.432,0.079,62,95,120.0
delhi,4,0.9,5,60.7,0,0.9,0.381,0.543,0.072,60,85,85.23
delhi,8,1.3,1,46.75,3,0.92,0.434,0.692,0.085,60,85,120.0
bangalore,8,1.3,1,60.56,3,1.96,0.346,0.312,0.054,58,80,116.75
mumbai,11,0.7,1,54.19,2,2.14,1.0,0.164,0.124,65,100,88.14
delhi,8,1.3,5,54.96,4,2.35,0.354,0.613,0.068,60,85,120.0
delhi,4,0.9,9,76.41,7,4.78,0.374,0.771,0.083,60,85,90.7
chennai,3,0.9,1,60.34,1,4.73,0.664,0.411,0.097,62,95,94.52
delhi,9,1.0,1,52.42,0,1.92,0.565,0.865,0.083,60,85,100.22
delhi,3,0.9,5,50.44,3,1.41,0.37,0.685,0.071,60,85,90.19
mumbai,11,0.7,1,47.57,1,4.57,0.702,0.283,0.149,65,100,77.17
delhi,11,0.7,1,43.0,0,4.66,0.509,0.635,0.062,60,85,65.06
mumbai,10,0.8,5,62.13,1,3.99,0.839,0.073,0.091,65,100,86.73
delhi,9,1.0,1,51.33,1,2.11,0.507,0.683,0.064,60,85,99.02
delhi,9,1.0,1,43.32,3,3.92,0.18,0.628,0.032,60,85,96.09
mumbai,6,1.5,5,64.54,3,3.19,0.922,0.132,0.089,65,100,120.0
pune,1,0.7,1,33.13,0,4.48,0.091,0.238,0.021,55,65,60.0
delhi,9,1.0,1,65.92,3,2.96,0.427,0.724,0.071,60,85,99.09
mumbai,7,1.5,1,57.25,5,2.74,0.803,0.144,0.109,65,100,120.0
delhi,10,0.8,9,64.11,3,1.34,0.415,0.7,0.081,60,85,81.34
bangalore,0,0.7,1,62.37,3,0.66,0.335,0.299,0.079,58,80,68.0
delhi,0,0.7,9,52.11,1,2.5,0.326,0.844,0.088,60,85,62.23
delhi,0,0.7,9,49.46,1,2.62,0.593,0.651,0.102,60,85,62.0
mumbai,11,0.7,5,72.04,1,0.66,0.939,0.13,0.08,65,100,77.26
delhi,0,0.7,5,51.52,2,2.01,0.252,0.567,0.087,60,85,60.0
chennai,8,1.3,9,75.49,1,4.22,0.675,0.545,0.069,62,95,120.0
delhi,4,0.9,9,70.82,5,0.56,0.224,0.712,0.089,60,85,93.79
chennai,10,0.8,9,61.62,0,1.31,0.473,0.341,0.07,62,95,78.07
delhi,1,0.7,1,60.03,1,2.52,0.379,0.792,0.064,60,85,64.18
mumbai,7,1.5,9,69.44,2,3.71,0.804,0.202,0.114,65,100,120.0
chennai,1,0.7,1,73.66,1,2.22,0.748,0.465,0.054,62,95,78.75
pune,8,1.3,5,56.96,5,1.74,0.319,0.092,0.015,55,65,96.57
delhi,3,0.9,1,81.07,2,0.64,0.457,0.535,0.079,60,85,87.1
bangalore,3,0.9,1,64.41,3,3.54,0.319,0.191,0.046,58,80,76.57
bangalore,11,0.7,1,42.89,0,2.97,0.406,0.294,0.079,58,80,60.95
mumbai,4,0.9,1,71.7,0,3.6,0.92,0.251,0.079,65,100,100.09
chennai,5,1.3,5,47.06,4,0.68,0.779,0.437,0.092,62,95,120.0
pune,2,0.8,9,46.56,2,2.02,0.161,0.12,0.051,55,65,60.0
bangalore,7,1.5,1,50.01,2,1.44,0.369,0.447,0.043,58,80,120.0
chennai,0,0.7,5,55.16,1,2.98,0.715,0.56,0.111,62,95,77.45
chennai,8,1.3,9,84.64,5,1.47,0.594,0.467,0.109,62,95,120.0
mumbai,5,1.3,9,37.13,3,2.37,1.0,0.172,0.114,65,100,120.0
bangalore,7,1.5,5,44.95,6,3.83,0.105,0.236,0.017,58,80,120.0
bangalore,10,0.8,1,38.43,4,2.59,0.358,0.381,0.082,58,80,80.85
pune,0,0.7,1,59.93,4,2.57,0.341,0.296,0.056,55,65,60.0
bangalore,0,0.7,9,57.25,0,3.37,0.219,0.168,0.1,58,80,60.0
pune,11,0.7,5,52.82,2,1.64,0.255,0.188,0.021,55,65,60.0
mumbai,6,1.5,5,68.1,0,4.87,0.867,0.086,0.082,65,100,120.0
delhi,1,0.7,5,65.34,0,1.12,0.468,0.629,0.062,60,85,66.4
bangalore,11,0.7,1,57.64,3,4.58,0.389,0.389,0.042,58,80,61.82
bangalore,2,0.8,1,69.29,2,4.13,0.181,0.253,0.023,58,80,65.49
bangalore,1,0.7,1,69.01,6,4.66,0.373,0.282,0.059,58,80,65.7
bangalore,4,0.9,9,50.99,2,1.32,0.434,0.326,0.025,58,80,76.33
mumbai,3,0.9,1,54.81,2,1.55,0.88,0.031,0.131,65,100,108.53
chennai,9,1.0,5,66.58,0,3.35,0.782,0.444,0.129,62,95,109.11
mumbai,11,0.7,1,62.63,2,4.26,0.905,0.283,0.123,65,100,84.89
chennai,1,0.7,1,74.63,2,3.16,0.816,0.654,0.082,62,95,85.08
delhi,11,0.7,1,47.37,0,4.6,0.154,0.626,0.049,60,85,60.0
chennai,5,1.3,5,54.82,4,3.98,0.859,0.508,0.11,62,95,120.0
pune,0,0.7,5,58.03,1,4.0,0.077,0.181,0.04,55,65,60.0
pune,10,0.8,5,41.16,2,3.48,0.191,0.349,0.052,55,65,60.0
mumbai,10,0.8,1,69.38,1,0.61,0.843,0.157,0.094,65,100,93.18
chennai,9,1.0,1,61.57,1,4.03,0.554,0.379,0.085,62,95,103.22
pune,3,0.9,1,54.4,2,3.9,0.078,0.27,0.048,55,65,60.0
delhi,5,1.3,1,58.68,5,4.25,0.396,0.849,0.096,60,85,120.0
delhi,6,1.5,1,43.09,4,0.85,0.298,0.697,0.049,60,85,120.0
pune,7,1.5,5,60.35,3,0.69,0.17,0.259,0.042,55,65,105.33
mumbai,6,1.5,1,66.16,4,2.09,0.913,0.136,0.13,65,100,120.0
mumbai,3,0.9,1,57.88,2,0.51,0.76,0.21,0.076,65,100,103.79
mumbai,9,1.0,1,66.07,3,2.05,0.624,0.276,0.076,65,100,120.0
chennai,9,1.0,1,41.82,3,1.15,0.773,0.593,0.073,62,95,120.0
mumbai,8,1.3,1,37.58,2,1.49,0.783,0.163,0.099,65,100,120.0
bangalore,7,1.5,1,63.49,2,4.23,0.417,0.314,0.042,58,80,120.0
chennai,9,1.0,9,72.16,1,0.61,0.635,0.578,0.079,62,95,106.82
pune,8,1.3,1,51.37,1,4.33,0.121,0.12,0.057,55,65,79.03
chennai,2,0.8,5,63.19,0,1.55,0.688,0.575,0.046,62,95,87.04
mumbai,10,0.8,9,60.62,1,0.74,0.844,0.242,0.07,65,100,90.33
delhi,11,0.7,1,46.04,5,3.72,0.376,0.647,0.044,60,85,68.17
pune,6,1.5,5,44.18,2,4.29,0.229,0.126,0.033,55,65,102.01
bangalore,11,0.7,1,57.17,0,2.64,0.102,0.357,0.042,58,80,60.0
pune,7,1.5,1,51.28,1,3.54,0.282,0.234,0.059,55,65,100.8
chennai,2,0.8,5,39.66,0,1.86,0.817,0.469,0.117,62,95,87.31
chennai,8,1.3,9,82.96,3,3.78,0.643,0.467,0.06,62,95,120.0
pune,6,1.5,1,60.81,1,4.34,0.207,0.12,0.068,55,65,101.06
bangalore,4,0.9,5,44.87,1,1.82,0.252,0.273,0.042,58,80,77.1
chennai,2,0.8,1,65.21,0,1.05,0.705,0.546,0.09,62,95,88.79
chennai,10,0.8,1,57.54,1,3.3,0.718,0.445,0.085,62,95,85.01
delhi,6,1.5,1,40.61,3,4.71,0.468,0.697,0.1,60,85,120.0
pune,2,0.8,9,58.94,0,4.73,0.0,0.161,0.044,55,65,60.0
pune,10,0.8,9,41.74,2,3.72,0.434,0.111,0.018,55,65,60.0
pune,9,1.0,1,61.69,2,0.62,0.304,0.22,0.044,55,65,74.06
delhi,8,1.3,1,41.24,0,1.89,0.425,0.586,0.059,60,85,120.0
delhi,10,0.8,1,39.28,1,3.24,0.482,0.681,0.068,60,85,73.89
chennai,9,1.0,1,84.19,1,4.68,0.645,0.492,0.057,62,95,108.58
mumbai,10,0.8,1,57.8,2,3.99,0.902,0.103,0.131,65,100,94.98
